    JOBID     USER PARTITION     NAME ST   START_TIME     END_TIME TIME_LEFT  NODES NODELIST(REASON)  PRIORITY
  1489514   blicha      slim  0153.sh PD          N/A          N/A     22:00      1      (Priority)       248
  1489515   blicha      slim  0154.sh PD          N/A          N/A     22:00      1      (Priority)       248
  1489516   blicha      slim  0155.sh PD          N/A          N/A     22:00      1      (Priority)       248
  1489517   blicha      slim  0156.sh PD          N/A          N/A     22:00      1      (Priority)       248
  1489518   blicha      slim  0157.sh PD          N/A          N/A     22:00      1      (Priority)       248
  1489519   blicha      slim  0158.sh PD          N/A          N/A     22:00      1      (Priority)       248
  1489520   blicha      slim  0159.sh PD          N/A          N/A     22:00      1      (Priority)       248
  1489521   blicha      slim  0160.sh PD          N/A          N/A     22:00      1      (Priority)       247
  1489522   blicha      slim  0161.sh PD          N/A          N/A     22:00      1      (Priority)       247
  1489523   blicha      slim  0162.sh PD          N/A          N/A     22:00      1      (Priority)       247
  1489525   blicha      slim  0163.sh PD          N/A          N/A     22:00      1      (Priority)       247
  1489526   blicha      slim  0164.sh PD          N/A          N/A     22:00      1      (Priority)       247
  1489527   blicha      slim  0165.sh PD          N/A          N/A     22:00      1      (Priority)       247
  1489528   blicha      slim  0166.sh PD          N/A          N/A     22:00      1      (Priority)       247
  1489529   blicha      slim  0167.sh PD          N/A          N/A     22:00      1      (Priority)       247
  1489530   blicha      slim  0168.sh PD          N/A          N/A     22:00      1      (Priority)       247
  1489531   blicha      slim  0169.sh PD          N/A          N/A     22:00      1      (Priority)       247
  1489532   blicha      slim  0170.sh PD          N/A          N/A     22:00      1      (Priority)       247
  1489533   blicha      slim  0171.sh PD          N/A          N/A     22:00      1      (Priority)       247
  1489534   blicha      slim  0172.sh PD          N/A          N/A     22:00      1      (Priority)       247
  1489535   blicha      slim  0173.sh PD          N/A          N/A     22:00      1      (Priority)       247
  1489536   blicha      slim  0174.sh PD          N/A          N/A     22:00      1      (Priority)       247
  1489537   blicha      slim  0175.sh PD          N/A          N/A     22:00      1      (Priority)       247
  1489538   blicha      slim  0176.sh PD          N/A          N/A     22:00      1      (Priority)       247
  1489539   blicha      slim  0177.sh PD          N/A          N/A     22:00      1      (Priority)       247
  1489540   blicha      slim  0178.sh PD          N/A          N/A     22:00      1      (Priority)       247
  1489541   blicha      slim  0179.sh PD          N/A          N/A     22:00      1      (Priority)       247
  1489542   blicha      slim  0180.sh PD          N/A          N/A     22:00      1      (Priority)       247
  1489543   blicha      slim  0181.sh PD          N/A          N/A     22:00      1      (Priority)       247
  1489544   blicha      slim  0182.sh PD          N/A          N/A     22:00      1      (Priority)       247
  1489545   blicha      slim  0183.sh PD          N/A          N/A     22:00      1      (Priority)       247
  1489546   blicha      slim  0184.sh PD          N/A          N/A     22:00      1      (Priority)       247
  1489547   blicha      slim  0185.sh PD          N/A          N/A     22:00      1      (Priority)       247
  1489548   blicha      slim  0186.sh PD          N/A          N/A     22:00      1      (Priority)       247
  1489549   blicha      slim  0187.sh PD          N/A          N/A     22:00      1      (Priority)       247
  1489550   blicha      slim  0188.sh PD          N/A          N/A     22:00      1      (Priority)       247
  1489551   blicha      slim  0189.sh PD          N/A          N/A     22:00      1      (Priority)       247
  1489552   blicha      slim  0190.sh PD          N/A          N/A     22:00      1      (Priority)       247
  1489553   blicha      slim  0191.sh PD          N/A          N/A     22:00      1      (Priority)       247
  1489554   blicha      slim  0192.sh PD          N/A          N/A     22:00      1      (Priority)       247
  1489555   blicha      slim  0193.sh PD          N/A          N/A     22:00      1      (Priority)       247
  1489556   blicha      slim  0194.sh PD          N/A          N/A     22:00      1      (Priority)       247
  1489557   blicha      slim  0195.sh PD          N/A          N/A     22:00      1      (Priority)       247
  1489558   blicha      slim  0196.sh PD          N/A          N/A     22:00      1      (Priority)       247
  1489559   blicha      slim  0197.sh PD          N/A          N/A     22:00      1      (Priority)       247
  1489560   blicha      slim  0198.sh PD          N/A          N/A     22:00      1      (Priority)       247
  1489561   blicha      slim  0199.sh PD          N/A          N/A     22:00      1      (Priority)       247
  1489562   blicha      slim  0200.sh PD          N/A          N/A     22:00      1      (Priority)       247
  1489563   blicha      slim  0201.sh PD          N/A          N/A     22:00      1      (Priority)       247
  1489564   blicha      slim  0202.sh PD          N/A          N/A     22:00      1      (Priority)       247
  1489565   blicha      slim  0203.sh PD          N/A          N/A     22:00      1      (Priority)       247
  1489566   blicha      slim  0204.sh PD          N/A          N/A     22:00      1      (Priority)       247
  1489567   blicha      slim  0205.sh PD          N/A          N/A     22:00      1      (Priority)       247
  1489568   blicha      slim  0206.sh PD          N/A          N/A     22:00      1      (Priority)       247
  1489569   blicha      slim  0207.sh PD          N/A          N/A     22:00      1      (Priority)       247
  1489570   blicha      slim  0208.sh PD          N/A          N/A     22:00      1      (Priority)       247
  1489571   blicha      slim  0209.sh PD          N/A          N/A     22:00      1      (Priority)       247
  1489572   blicha      slim  0210.sh PD          N/A          N/A     22:00      1      (Priority)       247
  1489573   blicha      slim  0211.sh PD          N/A          N/A     22:00      1      (Priority)       247
  1489574   blicha      slim  0212.sh PD          N/A          N/A     22:00      1      (Priority)       247
  1489575   blicha      slim  0213.sh PD          N/A          N/A     22:00      1      (Priority)       247
  1489576   blicha      slim  0214.sh PD          N/A          N/A     22:00      1      (Priority)       247
  1489577   blicha      slim  0215.sh PD          N/A          N/A     22:00      1      (Priority)       247
  1489578   blicha      slim  0216.sh PD          N/A          N/A     22:00      1      (Priority)       247
  1489579   blicha      slim  0217.sh PD          N/A          N/A     22:00      1      (Priority)       247
  1489580   blicha      slim  0218.sh PD          N/A          N/A     22:00      1      (Priority)       247
  1489581   blicha      slim  0219.sh PD          N/A          N/A     22:00      1      (Priority)       247
  1492875   stud07      slim       sh  R     20:57:06     21:57:06     19:26      1       icsnode19     18854
  1493308   stud12      slim       sh  R     21:23:30     22:23:32     45:50      1       icsnode22     18739
  1493305   stud12      slim       sh  R     21:21:46     22:21:46     44:06      1       icsnode32     18730
  1492407   stud27      slim       sh  R     20:53:00     21:53:00     15:20      1       icsnode30     18623
  1493290   stud44      slim       sh  R     21:05:20     22:05:20     27:40      4 icsnode[20,23-25]     18422
  1493310   stud28      slim       sh  R     21:24:21     22:24:21     46:41      1       icsnode38     17931
  1493287   stud23      slim       sh  R     21:01:59     22:01:59     24:19      1       icsnode34     17816
  1493311   stud30      slim       sh  R     21:24:38     22:24:40     46:58      4 icsnode[28,32,34-35]     17614
  1493298  stud113      slim       sh  R     21:16:50     22:16:52     39:10      1       icsnode19     17230
  1493293  stud113      slim       sh  R     21:07:59     22:08:01     30:19      1       icsnode32     17230
  1493303  stud112      slim       sh  R     21:21:15     22:21:17     43:35      1       icsnode28     16777
  1493297   stud34      slim       sh  R     21:16:18     22:16:20     38:38      1       icsnode38     15962
